log_id,planta_id,activo_id,fecha_hora,tipo_evento_id,descripcion
6148,2,52.0,2025-03-10 10:52:23.521288,12,sin novedad
6149,5,124.0,2025-03-10 11:44:20.343397,12,sin novedad
6150,3,,2025-03-10 14:00:00.000000,19,s/n
6151,1,4.0,2025-03-10 14:48:53.058449,14,DRN OK
6152,5,122.0,2025-03-10 15:14:31.902732,12,sin novedad
6153,1,7.0,2025-03-10 19:24:13.800767,13,ok.
6154,4,,2025-03-10 22:00:00.000000,20,
6155,5,,2025-03-10 22:00:00.000000,19,s/n
6156,1,30.0,2025-03-10 23:39:11.171579,12,purga completa
6157,5,,2025-03-11 06:00:00.000000,22,
6158,4,,2025-03-11 06:00:00.000000,22,
6159,2,,2025-03-11 06:00:00.000000,22,
6160,3,80.0,2025-03-11 06:42:06.839415,15,operador reseteo
6161,2,47.0,2025-03-11 07:48:34.203872,14,
6162,5,117.0,2025-03-11 08:42:40.654382,17,restablecida sola
6163,2,,2025-03-11 14:00:00.000000,20,normal
6164,3,,2025-03-11 14:00:00.000000,22,normal
6165,2,41.0,2025-03-11 14:46:26.237915,17,restablecida sola
6166,5,122.0,2025-03-11 17:05:00.389850,10,purga completa
6167,5,145.0,2025-03-11 19:42:57.286816,11,ok.
6168,1,27.0,2025-03-11 19:50:34.164439,16,operador reseteo
6169,4,83.0,2025-03-11 20:12:22.345755,17,sin intervencion
6170,2,,2025-03-11 22:00:00.000000,19,ok
6171,1,,2025-03-11 22:00:00.000000,22,ok
6172,3,65.0,2025-03-12 00:14:14.012442,11,sin novedad
6173,3,,2025-03-12 06:00:00.000000,22,ok
6174,2,,2025-03-12 06:00:00.000000,21,ok
6175,5,,2025-03-12 22:00:00.000000,22,
6176,4,,2025-03-12 22:00:00.000000,19,s/n
6177,2,42.0,2025-03-13 02:46:39.588634,13,
6178,1,19.0,2025-03-13 05:02:33.815549,13,purga completa
6179,2,51.0,2025-03-13 05:13:11.087579,10,sin novedad
6180,5,,2025-03-13 06:00:00.000000,19,normal
6181,1,,2025-03-13 06:00:00.000000,22,ok
6182,4,92.0,2025-03-13 07:25:34.821596,1,por mantenimiento
6183,1,,2025-03-13 08:07:13.098123,27,
6184,4,92.0,2025-03-13 10:48:37.925434,6,arranque normal
6185,1,3.0,2025-03-13 11:58:33.455114,17,restablecida sola
6186,4,84.0,2025-03-13 13:55:55.368261,14,DRN OK
6187,3,,2025-03-13 14:00:00.000000,20,normal
6188,1,,2025-03-13 14:00:00.000000,22,ok
6189,5,,2025-03-13 22:00:00.000000,20,s/n
6190,2,,2025-03-13 22:00:00.000000,20,normal
6191,2,49.0,2025-03-13 23:23:37.854660,17,operador reseteo
6192,4,89.0,2025-03-14 00:10:36.293971,11,sin novedad
6193,5,,2025-03-14 06:00:00.000000,22,ok
6194,2,,2025-03-14 06:00:00.000000,20,s/n
6195,4,,2025-03-14 06:00:00.000000,19,s/n
6196,5,138.0,2025-03-14 07:44:19.784462,17,operador reseteo
6197,4,,2025-03-14 14:00:00.000000,19,s/n
6198,3,,2025-03-14 14:00:00.000000,21,s/n
6199,1,,2025-03-14 14:00:00.000000,21,ok
6200,5,145.0,2025-03-14 14:05:22.152502,13,
6201,3,71.0,2025-03-14 18:18:55.809422,16,sin intervencion
6202,3,80.0,2025-03-14 19:16:42.013739,15,operador reseteo
6203,4,98.0,2025-03-14 19:29:25.627226,13,OK
6204,1,12.0,2025-03-14 20:29:47.266517,12,DRN OK
6205,4,,2025-03-14 22:00:00.000000,22,normal
6206,1,,2025-03-14 22:00:00.000000,20,s/n
6207,3,,2025-03-14 22:00:00.000000,20,ok
6208,5,,2025-03-14 22:00:00.000000,21,ok
6209,5,126.0,2025-03-14 22:21:28.164007,13,
6210,2,53.0,2025-03-15 02:20:45.805680,10,OK
6211,1,,2025-03-15 06:00:00.000000,21,normal
6212,5,,2025-03-15 06:00:00.000000,22,normal
6213,5,124.0,2025-03-15 08:18:34.942084,15,restablecida sola
6214,5,,2025-03-15 14:00:00.000000,19,
6215,3,,2025-03-15 14:00:00.000000,22,ok
6216,2,,2025-03-15 14:00:00.000000,22,ok
6217,4,,2025-03-15 14:00:00.000000,19,normal
6218,5,117.0,2025-03-15 18:12:15.039866,12,ok.
6219,3,,2025-03-15 22:00:00.000000,22,s/n
6220,5,,2025-03-15 22:00:00.000000,19,ok
6221,1,,2025-03-15 22:00:00.000000,22,
6222,2,,2025-03-16 06:00:00.000000,20,
6223,4,,2025-03-16 06:00:00.000000,21,normal
6224,1,,2025-03-16 06:00:00.000000,19,normal
6225,4,88.0,2025-03-16 07:12:35.724238,13,
6226,1,11.0,2025-03-16 08:43:14.897207,12,sin novedad
6227,2,61.0,2025-03-16 08:57:10.591323,2,PARADA POR FALLA
6228,5,,2025-03-16 10:54:02.223314,27,aviso proveedor externo
6229,1,,2025-03-16 14:00:00.000000,22,normal
6230,2,,2025-03-16 14:00:00.000000,19,normal
6231,2,61.0,2025-03-16 14:17:05.186328,8,arranque normal
6232,2,60.0,2025-03-16 14:44:13.784066,12,OK
6233,1,27.0,2025-03-16 15:33:44.895311,18,restablecida sola
6234,5,116.0,2025-03-16 16:14:05.015087,13,OK
6235,1,,2025-03-16 22:00:00.000000,20,ok
6236,5,,2025-03-16 22:00:00.000000,21,normal
6237,5,132.0,2025-03-17 00:35:40.080725,10,DRN OK
6238,2,48.0,2025-03-17 00:59:24.444100,11,
6239,1,,2025-03-17 06:00:00.000000,22,ok
6240,2,,2025-03-17 06:00:00.000000,20,
6241,5,,2025-03-17 06:00:00.000000,22,
6242,1,11.0,2025-03-17 06:02:27.223958,10,OK
6243,3,,2025-03-17 14:00:00.000000,21,
6244,2,,2025-03-17 14:00:00.000000,20,normal
6245,4,91.0,2025-03-17 16:23:06.111768,12,purga completa
6246,4,,2025-03-17 17:20:38.310594,29,aviso proveedor externo
6247,1,,2025-03-17 22:00:00.000000,19,
6248,4,,2025-03-17 22:00:00.000000,20,normal
6249,3,,2025-03-18 06:00:00.000000,20,
6250,4,,2025-03-18 06:00:00.000000,22,s/n
6251,4,97.0,2025-03-18 06:52:41.474671,16,sin intervencion
6252,5,145.0,2025-03-18 09:51:16.220441,15,sin intervencion
6253,5,134.0,2025-03-18 10:28:12.730927,14,
6254,4,,2025-03-18 14:00:00.000000,20,ok
6255,5,141.0,2025-03-18 17:55:10.913391,12,ok.
6256,3,80.0,2025-03-18 21:32:31.727735,11,sin novedad
6257,4,,2025-03-18 22:00:00.000000,22,s/n
6258,1,,2025-03-18 22:00:00.000000,20,normal
6259,2,,2025-03-18 22:00:00.000000,22,normal
6260,1,27.0,2025-03-18 22:09:49.859977,10,DRN OK
6261,3,81.0,2025-03-18 22:55:29.057628,12,DRN OK
6262,1,2.0,2025-03-19 00:31:21.111222,10,
6263,2,59.0,2025-03-19 01:55:09.451822,14,
6264,5,144.0,2025-03-19 02:02:50.492943,17,sin intervencion
6265,4,107.0,2025-03-19 02:41:07.833999,11,OK
6266,3,72.0,2025-03-19 03:15:39.090648,15,operador reseteo
6267,4,103.0,2025-03-19 03:16:43.917239,15,sin intervencion
6268,2,,2025-03-19 06:00:00.000000,21,
6269,4,,2025-03-19 06:00:00.000000,19,
6270,1,8.0,2025-03-19 06:29:36.677070,16,operador reseteo
6271,1,15.0,2025-03-19 09:36:24.011377,12,sin novedad
6272,4,102.0,2025-03-19 12:43:15.774172,14,DRN OK
6273,2,57.0,2025-03-19 13:54:38.666363,15,sin intervencion
6274,1,,2025-03-19 14:00:00.000000,21,normal
6275,5,,2025-03-19 14:00:00.000000,19,normal
6276,3,,2025-03-19 14:00:00.000000,20,
6277,5,146.0,2025-03-19 14:37:07.109437,2,por mantenimiento
6278,3,75.0,2025-03-19 15:03:55.883258,13,
6279,3,75.0,2025-03-19 15:08:27.287335,12,OK
6280,5,146.0,2025-03-19 16:28:18.109675,8,OK
6281,4,107.0,2025-03-19 16:41:58.356781,13,OK
6282,2,61.0,2025-03-19 17:24:51.631767,14,sin novedad
6283,2,48.0,2025-03-19 17:47:07.260412,10,OK
6284,4,92.0,2025-03-19 19:46:51.395419,13,OK
6285,4,110.0,2025-03-19 19:47:13.496420,10,ok.
6286,1,30.0,2025-03-19 21:09:36.587956,17,sin intervencion
6287,3,,2025-03-19 22:00:00.000000,21,ok
6288,2,,2025-03-19 22:00:00.000000,22,normal
6289,1,2.0,2025-03-19 23:34:38.183446,16,sin intervencion
6290,2,48.0,2025-03-20 04:06:43.662243,13,
6291,1,,2025-03-20 06:00:00.000000,20,
6292,5,,2025-03-20 06:00:00.000000,19,
6293,2,,2025-03-20 06:00:00.000000,22,s/n
6294,1,31.0,2025-03-20 08:54:30.080738,18,sin intervencion
6295,1,18.0,2025-03-20 09:41:25.038637,13,sin novedad
6296,4,104.0,2025-03-20 10:24:08.560005,14,
6297,5,135.0,2025-03-20 11:22:16.932887,10,OK
6298,1,,2025-03-20 14:00:00.000000,20,normal
6299,3,,2025-03-20 14:00:00.000000,22,
6300,5,,2025-03-20 14:00:00.000000,19,ok
6301,4,,2025-03-20 22:00:00.000000,20,
6302,1,29.0,2025-03-20 22:50:11.318887,10,sin novedad
6303,3,71.0,2025-03-21 01:51:37.509816,16,operador reseteo
6304,2,61.0,2025-03-21 03:02:17.104436,11,OK
6305,2,,2025-03-21 06:00:00.000000,21,normal
6306,4,,2025-03-21 06:00:00.000000,20,s/n
6307,3,,2025-03-21 06:00:00.000000,22,ok
6308,1,,2025-03-21 06:00:00.000000,22,normal
6309,3,,2025-03-21 14:00:00.000000,19,normal
6310,4,,2025-03-21 14:00:00.000000,21,
6311,2,,2025-03-21 14:00:00.000000,21,ok
6312,5,,2025-03-21 14:00:00.000000,20,ok
6313,4,,2025-03-21 22:00:00.000000,20,
6314,1,,2025-03-21 22:00:00.000000,21,
6315,1,6.0,2025-03-21 22:36:51.747116,11,
6316,2,,2025-03-22 06:00:00.000000,21,ok
6317,5,,2025-03-22 06:00:00.000000,20,normal
6318,4,103.0,2025-03-22 06:54:30.830411,12,OK
6319,4,104.0,2025-03-22 07:54:15.960692,11,
6320,2,41.0,2025-03-22 10:46:00.792852,15,restablecida sola
6321,3,,2025-03-22 14:00:00.000000,22,s/n
6322,2,,2025-03-22 14:00:00.000000,20,s/n
6323,5,,2025-03-22 14:00:00.000000,21,normal
6324,1,,2025-03-22 14:00:00.000000,22,normal
6325,2,48.0,2025-03-22 14:02:30.699894,14,purga completa
6326,1,7.0,2025-03-22 14:34:52.314657,2,PARADA POR FALLA
6327,5,,2025-03-22 22:00:00.000000,19,
6328,1,,2025-03-22 22:00:00.000000,19,ok
6329,2,40.0,2025-03-22 23:39:06.371247,12,OK
6330,1,,2025-03-23 06:00:00.000000,20,
6331,5,,2025-03-23 06:00:00.000000,19,normal
6332,3,,2025-03-23 06:00:00.000000,22,
6333,3,77.0,2025-03-23 06:55:57.007908,10,
6334,2,,2025-03-23 14:00:00.000000,20,ok
6335,4,,2025-03-23 14:00:00.000000,22,normal
6336,1,7.0,2025-03-23 14:48:01.907816,6,OK
6337,2,45.0,2025-03-23 19:25:48.821617,10,OK
6338,4,,2025-03-23 19:33:00.239428,29,ver informe adjunto
6339,4,,2025-03-23 22:00:00.000000,19,ok
6340,3,,2025-03-23 22:00:00.000000,22,normal
6341,5,,2025-03-23 22:00:00.000000,19,normal
6342,4,92.0,2025-03-23 23:05:58.480437,15,restablecida sola
6343,1,6.0,2025-03-24 00:05:12.284834,16,restablecida sola
6344,2,42.0,2025-03-24 00:14:43.721963,13,purga completa
6345,4,,2025-03-24 06:00:00.000000,19,normal
6346,5,,2025-03-24 06:00:00.000000,22,s/n
6347,1,,2025-03-24 06:00:00.000000,22,ok
6348,3,68.0,2025-03-24 07:59:29.980917,18,operador reseteo
6349,3,64.0,2025-03-24 08:28:11.664657,10,
6350,5,116.0,2025-03-24 09:40:16.679327,4,por mantenimiento
6351,1,19.0,2025-03-24 10:37:10.995724,5,ver OT
6352,2,,2025-03-24 14:00:00.000000,21,normal
6353,5,,2025-03-24 14:00:00.000000,22,ok
6354,3,,2025-03-24 14:00:00.000000,21,normal
6355,4,,2025-03-24 14:00:00.000000,21,s/n
6356,1,19.0,2025-03-24 14:34:46.215040,7,OK
6357,5,116.0,2025-03-24 14:50:54.399685,7,
6358,2,42.0,2025-03-24 18:49:18.389486,12,OK
6359,5,,2025-03-24 19:09:05.385750,23,
6360,2,49.0,2025-03-24 20:51:36.104947,12,purga completa
6361,4,,2025-03-24 22:00:00.000000,22,
6362,3,65.0,2025-03-24 22:41:51.449581,13,ok.
6363,5,122.0,2025-03-25 03:49:28.808109,13,purga completa
6364,5,123.0,2025-03-25 05:50:51.192857,12,ok.
6365,5,,2025-03-25 06:00:00.000000,22,s/n
6366,3,,2025-03-25 06:00:00.000000,22,s/n
6367,1,,2025-03-25 06:00:00.000000,21,s/n
6368,2,51.0,2025-03-25 08:02:39.413898,11,ok.
6369,5,114.0,2025-03-25 09:29:08.999883,11,purga completa
6370,3,72.0,2025-03-25 12:51:42.305751,13,OK
6371,4,84.0,2025-03-25 12:52:24.613500,17,sin intervencion
6372,3,,2025-03-25 14:00:00.000000,20,normal
6373,2,,2025-03-25 14:00:00.000000,19,normal
6374,1,,2025-03-25 14:00:00.000000,22,
6375,5,,2025-03-25 14:00:00.000000,19,ok
6376,1,25.0,2025-03-25 14:16:33.896772,18,operador reseteo
6377,3,66.0,2025-03-25 17:31:11.860020,11,purga completa
6378,3,,2025-03-25 22:00:00.000000,20,ok
6379,5,,2025-03-25 22:00:00.000000,20,
6380,2,60.0,2025-03-26 04:05:56.665369,13,OK
6381,1,,2025-03-26 06:00:00.000000,22,normal
6382,5,,2025-03-26 06:00:00.000000,22,normal
6383,1,15.0,2025-03-26 09:54:25.777515,14,sin novedad
6384,5,121.0,2025-03-26 11:01:10.356243,10,purga completa
6385,2,,2025-03-26 14:00:00.000000,19,normal
6386,5,,2025-03-26 14:00:00.000000,19,ok
6387,4,,2025-03-26 14:00:00.000000,21,
6388,2,,2025-03-26 22:00:00.000000,20,normal
6389,5,,2025-03-26 22:00:00.000000,22,
6390,3,,2025-03-26 22:00:00.000000,22,ok
6391,2,56.0,2025-03-26 22:50:49.163143,15,restablecida sola
6392,5,139.0,2025-03-26 23:09:14.370977,13,ok.
6393,4,110.0,2025-03-27 03:38:30.365630,12,purga completa
6394,5,116.0,2025-03-27 04:13:11.379683,15,operador reseteo
6395,1,,2025-03-27 06:00:00.000000,20,ok
6396,4,,2025-03-27 06:00:00.000000,22,s/n
6397,5,118.0,2025-03-27 07:46:03.661927,11,purga completa
6398,1,20.0,2025-03-27 09:07:00.029880,16,restablecida sola
6399,4,100.0,2025-03-27 13:59:25.299905,1,PARADA POR FALLA
6400,4,,2025-03-27 14:00:00.000000,22,normal
6401,1,,2025-03-27 14:00:00.000000,20,normal
6402,5,,2025-03-27 14:00:00.000000,21,normal
6403,1,,2025-03-27 17:54:59.761035,25,
6404,4,100.0,2025-03-27 19:57:35.170228,6,OK
6405,1,,2025-03-27 22:00:00.000000,19,ok
6406,5,,2025-03-27 22:00:00.000000,20,
6407,3,,2025-03-27 22:00:00.000000,19,s/n
6408,2,,2025-03-27 22:00:00.000000,22,
6409,3,,2025-03-28 00:49:09.638313,29,aviso proveedor externo
6410,4,,2025-03-28 06:00:00.000000,19,ok
6411,5,,2025-03-28 06:00:00.000000,22,
6412,1,,2025-03-28 06:00:00.000000,19,s/n
6413,2,,2025-03-28 06:00:00.000000,20,normal
6414,1,37.0,2025-03-28 07:37:59.532764,10,ok.
6415,1,25.0,2025-03-28 09:23:45.933737,11,purga completa
6416,4,,2025-03-28 14:00:00.000000,22,normal
6417,2,,2025-03-28 14:00:00.000000,22,normal
6418,2,,2025-03-28 15:02:12.989833,23,
6419,1,,2025-03-28 22:00:00.000000,21,s/n
6420,2,,2025-03-28 22:00:00.000000,22,normal
6421,3,,2025-03-28 22:00:00.000000,20,s/n
6422,5,,2025-03-28 22:00:00.000000,19,normal
6423,4,93.0,2025-03-28 23:12:49.976180,13,OK
6424,2,49.0,2025-03-29 01:27:10.145656,10,sin novedad
6425,5,,2025-03-29 06:00:00.000000,20,normal
6426,1,,2025-03-29 06:00:00.000000,21,s/n
6427,3,,2025-03-29 06:00:00.000000,19,normal
6428,2,44.0,2025-03-29 06:53:58.457449,14,ok.
6429,4,84.0,2025-03-29 12:29:56.079358,12,ok.
6430,3,71.0,2025-03-29 13:29:09.564325,12,
6431,5,,2025-03-29 14:00:00.000000,22,s/n
6432,3,63.0,2025-03-29 14:45:34.087904,11,
6433,2,56.0,2025-03-29 15:17:42.677288,17,sin intervencion
6434,2,42.0,2025-03-29 18:41:06.331891,14,purga completa
6435,2,53.0,2025-03-29 20:58:28.798096,18,operador reseteo
6436,2,,2025-03-29 22:00:00.000000,21,normal
6437,4,,2025-03-29 22:00:00.000000,20,normal
6438,1,,2025-03-29 22:00:00.000000,22,normal
6439,3,,2025-03-29 22:00:00.000000,21,
6440,2,55.0,2025-03-30 01:07:13.116195,10,
6441,4,109.0,2025-03-30 02:03:05.424010,11,
6442,2,40.0,2025-03-30 04:00:26.036792,18,restablecida sola
6443,3,69.0,2025-03-30 04:02:37.467520,14,OK
6444,1,,2025-03-30 06:00:00.000000,20,normal
6445,3,,2025-03-30 06:00:00.000000,22,normal
6446,4,,2025-03-30 06:00:00.000000,20,normal
6447,2,,2025-03-30 06:00:00.000000,22,ok
6448,5,139.0,2025-03-30 07:23:30.354493,11,DRN OK
6449,1,,2025-03-30 14:00:00.000000,19,normal
6450,2,,2025-03-30 14:00:00.000000,20,normal
6451,4,,2025-03-30 14:00:00.000000,20,
6452,5,,2025-03-30 14:00:00.000000,19,
6453,5,119.0,2025-03-30 16:11:39.212914,16,sin intervencion
6454,2,54.0,2025-03-30 19:28:35.454025,12,purga completa
6455,4,89.0,2025-03-30 21:12:27.465287,12,purga completa
6456,1,,2025-03-30 22:00:00.000000,22,
6457,2,,2025-03-30 22:00:00.000000,20,
6458,4,,2025-03-30 22:00:00.000000,22,normal
6459,4,84.0,2025-03-30 23:45:02.555779,16,restablecida sola
6460,1,,2025-03-31 04:19:47.488335,29,ver informe adjunto
6461,5,,2025-03-31 06:00:00.000000,22,normal
6462,1,,2025-03-31 06:00:00.000000,19,normal
6463,4,111.0,2025-03-31 06:11:42.893104,12,DRN OK
6464,1,13.0,2025-03-31 06:19:15.074843,3,por mantenimiento
6465,2,,2025-03-31 14:00:00.000000,19,ok
6466,1,,2025-03-31 14:00:00.000000,19,s/n
6467,5,,2025-03-31 19:44:18.476687,25,ver informe adjunto
6468,2,,2025-03-31 22:00:00.000000,22,ok
6469,1,,2025-03-31 22:00:00.000000,22,s/n
6470,1,20.0,2025-04-01 00:05:04.792510,10,
6471,3,81.0,2025-04-01 02:26:40.362421,15,operador reseteo
6472,3,71.0,2025-04-01 03:06:57.100485,14,DRN OK
6473,4,92.0,2025-04-01 05:12:18.309905,13,DRN OK
6474,1,13.0,2025-04-01 05:51:08.986065,9,arranque normal
6475,2,,2025-04-01 06:00:00.000000,21,ok
6476,1,,2025-04-01 06:00:00.000000,21,s/n
6477,5,144.0,2025-04-01 06:49:51.597837,11,
6478,1,,2025-04-01 14:00:00.000000,19,ok
6479,5,,2025-04-01 14:00:00.000000,20,ok
6480,3,,2025-04-01 14:00:00.000000,19,
6481,4,,2025-04-01 14:00:00.000000,22,normal
6482,3,65.0,2025-04-01 14:07:25.563867,17,restablecida sola
6483,2,57.0,2025-04-01 18:18:12.438875,13,ok.
6484,2,,2025-04-01 22:00:00.000000,20,
6485,3,,2025-04-01 22:00:00.000000,19,ok
6486,5,,2025-04-01 22:00:00.000000,19,
6487,1,,2025-04-01 22:00:00.000000,19,s/n
6488,4,,2025-04-01 22:00:00.000000,20,normal
6489,3,73.0,2025-04-02 01:29:07.170596,15,restablecida sola
6490,3,79.0,2025-04-02 03:04:51.814023,11,DRN OK
6491,4,,2025-04-02 06:00:00.000000,21,ok
6492,5,,2025-04-02 06:00:00.000000,22,s/n
6493,4,87.0,2025-04-02 12:44:18.409891,12,DRN OK
6494,1,35.0,2025-04-02 13:23:53.247008,14,DRN OK
6495,2,,2025-04-02 14:00:00.000000,22,s/n
6496,3,,2025-04-02 14:00:00.000000,20,normal
6497,4,85.0,2025-04-02 14:51:53.340008,5,
6498,2,56.0,2025-04-02 14:54:32.974709,11,
6499,4,85.0,2025-04-02 17:37:41.613254,8,reanuda produccion
6500,3,69.0,2025-04-02 17:49:16.916669,1,PARADA POR FALLA
6501,1,,2025-04-02 22:00:00.000000,21,s/n
6502,2,,2025-04-02 22:00:00.000000,19,ok
6503,5,,2025-04-02 22:00:00.000000,22,s/n
6504,3,69.0,2025-04-02 22:41:47.827062,6,reanuda produccion
6505,3,,2025-04-03 06:00:00.000000,19,s/n
6506,3,66.0,2025-04-03 06:46:32.026505,12,DRN OK
6507,2,60.0,2025-04-03 07:04:56.290465,11,ok.
6508,4,103.0,2025-04-03 09:32:10.448596,15,restablecida sola
6509,5,,2025-04-03 14:00:00.000000,20,ok
6510,1,,2025-04-03 14:00:00.000000,20,
6511,3,70.0,2025-04-03 19:07:32.889128,15,operador reseteo
6512,1,35.0,2025-04-03 19:29:27.501991,16,sin intervencion
6513,1,24.0,2025-04-03 19:42:12.112019,2,
6514,5,,2025-04-03 22:00:00.000000,21,s/n
6515,2,,2025-04-03 22:00:00.000000,19,
6516,4,85.0,2025-04-03 23:57:34.238430,13,
6517,3,65.0,2025-04-04 01:01:19.998612,11,purga completa
6518,3,80.0,2025-04-04 02:12:31.983032,16,operador reseteo
6519,1,,2025-04-04 06:00:00.000000,19,normal
6520,4,,2025-04-04 06:00:00.000000,20,normal
6521,2,,2025-04-04 06:00:00.000000,19,ok
6522,3,,2025-04-04 06:00:00.000000,19,normal
6523,1,24.0,2025-04-04 08:03:32.796999,6,reanuda produccion
6524,4,107.0,2025-04-04 08:29:09.184357,10,ok.
6525,2,51.0,2025-04-04 09:28:16.031848,18,operador reseteo
6526,1,29.0,2025-04-04 10:08:52.792968,14,sin novedad
6527,5,144.0,2025-04-04 11:07:16.063134,2,por mantenimiento
6528,1,32.0,2025-04-04 11:42:39.553088,14,sin novedad
6529,3,,2025-04-04 14:00:00.000000,20,ok
6530,2,,2025-04-04 14:00:00.000000,19,normal
6531,4,85.0,2025-04-04 14:13:17.556596,15,restablecida sola
6532,3,68.0,2025-04-04 15:22:45.276767,18,operador reseteo
6533,5,144.0,2025-04-04 15:56:59.042279,7,OK
6534,5,115.0,2025-04-04 16:26:58.503650,11,sin novedad
6535,4,91.0,2025-04-04 18:25:30.265694,12,ok.
6536,3,71.0,2025-04-04 18:54:29.164037,13,OK
6537,3,69.0,2025-04-04 20:22:19.747865,13,sin novedad
6538,2,,2025-04-04 22:00:00.000000,22,s/n
6539,5,,2025-04-04 22:00:00.000000,20,ok
6540,1,,2025-04-05 06:00:00.000000,21,s/n
6541,3,,2025-04-05 06:00:00.000000,20,
6542,5,,2025-04-05 06:00:00.000000,20,ok
6543,2,44.0,2025-04-05 06:24:52.611927,14,purga completa
6544,1,11.0,2025-04-05 06:37:33.872590,15,sin intervencion
6545,2,,2025-04-05 14:00:00.000000,19,normal
6546,5,,2025-04-05 14:00:00.000000,21,normal
6547,1,6.0,2025-04-05 15:52:04.253680,4,por mantenimiento
6548,5,,2025-04-05 22:00:00.000000,19,ok
6549,4,96.0,2025-04-05 22:19:07.439247,14,ok.
6550,1,5.0,2025-04-05 22:39:11.020322,13,sin novedad
6551,2,60.0,2025-04-06 05:41:41.522834,10,DRN OK
6552,5,,2025-04-06 06:00:00.000000,20,normal
6553,1,,2025-04-06 06:00:00.000000,20,
6554,4,,2025-04-06 06:00:00.000000,21,normal
6555,3,69.0,2025-04-06 08:39:50.917367,11,
6556,3,,2025-04-06 14:00:00.000000,20,
6557,5,,2025-04-06 14:00:00.000000,22,ok
6558,2,,2025-04-06 14:00:00.000000,19,normal
6559,1,14.0,2025-04-06 15:00:01.636226,10,ok.
6560,3,,2025-04-06 16:42:19.241479,28,
6561,3,72.0,2025-04-06 16:46:20.604494,10,DRN OK
6562,1,,2025-04-06 22:00:00.000000,21,ok
6563,5,,2025-04-06 22:00:00.000000,21,ok
6564,4,,2025-04-06 22:00:00.000000,22,
6565,1,30.0,2025-04-06 22:11:13.001320,10,DRN OK
6566,1,6.0,2025-04-06 23:24:42.448456,6,
6567,4,111.0,2025-04-06 23:53:00.490051,12,
6568,5,116.0,2025-04-06 23:59:02.416226,11,purga completa
6569,4,111.0,2025-04-07 02:30:35.657326,12,ok.
6570,2,,2025-04-07 06:00:00.000000,19,normal
6571,1,,2025-04-07 06:00:00.000000,19,normal
6572,3,,2025-04-07 06:00:00.000000,22,s/n
6573,4,99.0,2025-04-07 07:48:44.731929,14,ok.
6574,3,68.0,2025-04-07 10:24:30.927389,13,DRN OK
6575,1,35.0,2025-04-07 13:53:20.337925,18,operador reseteo
6576,2,,2025-04-07 14:00:00.000000,19,normal
6577,5,,2025-04-07 14:00:00.000000,19,normal
6578,4,92.0,2025-04-07 14:06:02.013559,17,operador reseteo
6579,5,138.0,2025-04-07 18:30:15.561856,11,purga completa
6580,1,4.0,2025-04-07 21:35:31.392910,14,DRN OK
6581,2,60.0,2025-04-07 22:19:53.764068,17,restablecida sola
6582,5,,2025-04-08 06:00:00.000000,19,ok
6583,1,,2025-04-08 06:00:00.000000,22,
6584,5,,2025-04-08 14:00:00.000000,20,normal
6585,1,,2025-04-08 14:00:00.000000,20,s/n
6586,4,,2025-04-08 14:00:00.000000,22,
6587,3,79.0,2025-04-08 18:09:45.781872,10,ok.
6588,3,73.0,2025-04-08 18:27:51.468926,14,sin novedad
6589,2,51.0,2025-04-08 19:39:32.086911,10,sin novedad
6590,5,,2025-04-08 22:00:00.000000,22,s/n
6591,1,32.0,2025-04-09 02:36:17.094766,18,operador reseteo
6592,4,,2025-04-09 06:00:00.000000,21,normal
6593,5,,2025-04-09 06:00:00.000000,20,ok
6594,1,,2025-04-09 06:00:00.000000,20,normal
6595,3,65.0,2025-04-09 10:08:43.611901,17,operador reseteo
6596,2,61.0,2025-04-09 12:11:18.549457,14,OK
6597,4,90.0,2025-04-09 13:33:31.758380,11,
6598,2,,2025-04-09 14:00:00.000000,21,
6599,5,,2025-04-09 14:00:00.000000,22,s/n
6600,4,103.0,2025-04-09 21:40:45.171325,12,
6601,1,,2025-04-09 22:00:00.000000,22,normal
6602,2,,2025-04-09 22:00:00.000000,21,ok
6603,4,,2025-04-09 22:00:00.000000,20,s/n
6604,3,,2025-04-09 22:00:00.000000,19,ok
6605,2,,2025-04-10 06:00:00.000000,21,ok
6606,4,,2025-04-10 06:00:00.000000,20,s/n
6607,3,,2025-04-10 06:00:00.000000,21,
6608,5,,2025-04-10 06:00:00.000000,19,ok
6609,1,2.0,2025-04-10 11:51:44.401270,13,ok.
6610,5,115.0,2025-04-10 13:26:35.436250,12,purga completa
6611,3,,2025-04-10 14:00:00.000000,22,ok
6612,4,,2025-04-10 14:00:00.000000,20,ok
6613,1,,2025-04-10 14:00:00.000000,20,ok
6614,5,,2025-04-10 14:00:00.000000,19,normal
6615,2,41.0,2025-04-10 15:15:33.317673,14,DRN OK
6616,2,,2025-04-10 22:00:00.000000,21,s/n
6617,5,,2025-04-10 22:00:00.000000,19,ok
6618,4,88.0,2025-04-11 02:25:36.869539,11,purga completa
6619,1,,2025-04-11 06:00:00.000000,21,normal
6620,3,,2025-04-11 06:00:00.000000,22,normal
6621,4,83.0,2025-04-11 06:45:43.811059,11,sin novedad
6622,5,145.0,2025-04-11 10:19:29.968751,12,sin novedad
6623,4,100.0,2025-04-11 12:40:18.566948,1,ver OT
6624,4,102.0,2025-04-11 12:57:29.998936,11,sin novedad
